_source_id,ID,Fecha,Ubicación,Provincia,País,Ciudad,Lugar,Título,Num. ponentes,Num. asistentes,Num. registrados,Link,Tipología,Tecnología,Ámbito,Sector,En colaboración,Partner
53682,53682,24-04-2023,nacional,Barcelona,,Barcelona,GPAINNOVA,Innovation Workshop | Industria 4.0 y Reto de la 5.0,0,0,,https://www.secpho.org/agenda/innovation-workshop-gpainnova/,['Innovation Workshop'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas de Comunicación y Transmisión de Datos', 'Sistemas láser', 'Tecnologías Cuánticas']",['Industria 4.0'],['Fabricación industrial'],True,GPAInnova
54342,54342,21-04-2023,online,,,,,"Soluciones basadas en tecnología LiDAR, IA y Blockchain para trazabilidad y logística en planta",6,30,,https://www.secpho.org/agenda/aei-niblo/,['Enfocando la innovación'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas de Comunicación y Transmisión de Datos', 'Sistemas láser', 'Tecnologías Cuánticas']",['Industria 4.0'],['Logística'],False,No
53053,53053,20-04-2023,online,,,,,DELVY | #8 Conflictos contractuales en las sociedades,1,5,,https://www.secpho.org/agenda/delvy-8/,['Recomendamos'],[],[],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
53059,53059,17-04-2023,online,,,,,PERTE AEROESPACIAL | Sesión de trabajo,1,23,,https://www.secpho.org/agenda/perte-aeroespacial/,['Networking'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas de Comunicación y Transmisión de Datos', 'Sistemas láser']","['New Space, defensa y seguridad']",['Espacio'],True,Zabala
53168,53168,13-04-2023,online,,,,,Salud Conectada: Innovaciones en tecnología médica y biotecnología,7,26,,https://www.secpho.org/agenda/biotech-healthtech/,['Market Focus'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas de Comunicación y Transmisión de Datos', 'Sistemas láser', 'Tecnologías Cuánticas']",['Salud y bienestar'],['Salud'],False,No
52981,52981,04-04-2023,nacional,Navarra,,Pamplona,Restaurante La Capilla,Pamplona Deep Tech Dinner,0,13,,https://www.secpho.org/agenda/cena-pamplona/,['Networking'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas láser']","['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
51716,51716,30-03-2023,internacional,,FRFR,Lyon,Groupama Stadium,Minalogic Business Meetings (Lyon),0,0,,https://www.secpho.org/agenda/mbm/,['Recomendamos'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas láser', 'Tecnologías Cuánticas']","['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
52428,52428,28-03-2023,online,,,,,Conectando sistemas de sensores inteligentes para la industria agroalimentaria,7,42,,https://www.secpho.org/agenda/smart-sensors-agrifood/,['Market Focus'],['Sensórica avanzada'],['Seguridad alimentaria'],['Agroalimentación'],False,No
52790,52790,21-03-2023,nacional,Valencia,,Valencia,Universitat Politècnica de València,B2b meetings | 6th Photonic Integration Week,0,0,,https://www.secpho.org/agenda/valencia-dinner-piw23/,['Networking'],['Fotónica'],"['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",True,UPV
53051,53051,16-03-2023,online,,,,,DELVY | #7 Financiación alternativa a la financiación bancaria,1,9,,https://www.secpho.org/agenda/delvy-7/,['Recomendamos'],[],[],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
51789,51789,13-03-2023,internacional,,MXMX,Toluca de Lerdo,Varios emplazamientos,Misión internacional a México,0,0,,https://www.secpho.org/agenda/mision-mexico-2/,['International'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas de Comunicación y Transmisión de Datos', 'Sistemas láser', 'Tecnologías Cuánticas']",['Smart cities'],['Construcción'],True,AEC
53043,53043,08-03-2023,,,,Koonstel,online,Nueva convocatoria de ayudas AEI a fondo perdido | Sesión informativa,,,,https://www.secpho.org/agenda/sesion-informativa-aei-23/,['Enfocando la innovación'],"['Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas de Comunicación y Transmisión de Datos', 'Sistemas láser']",[],"['Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Telecomunicaciones']",False,
52719,52719,03-03-2023,online,,,,,Programa de PONTI &#038; PARTNERS | #10 Fondos para Pymes 2023 de la EUIPO,1,6,,https://www.secpho.org/agenda/ponti-ip-10/,['Recomendamos'],[],[],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
52723,52723,23-02-2023,online,,,,,DELVY | #6 Novedades del Real Decreto 13/2022 sobre la nueva cotización de autónomos,1,4,,https://www.secpho.org/agenda/delvy-6/,['Recomendamos'],[],[],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
51964,51964,16-02-2023,online,,,,,Kopernica Neuro-AI: «El ser humano en el centro de la nueva era tecnológica.»,1,10,,https://www.secpho.org/agenda/neuro-ai/,['Market Focus'],['Inteligencia Artificial y datos'],"['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
52177,52177,15-02-2023,online,,,,,Unlocking the Potential of Quantum Technologies: A Collaboration between Industry and Research,9,54,,https://www.secpho.org/agenda/congreso-de-cuantica/,['Tech Meeting'],['Tecnologías Cuánticas'],"['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
52220,52220,15-02-2023,nacional,Málaga,,Málaga,Palacio de Ferias y Congresos de Málaga,"12º Transfiere | Foro Europeo para la Ciencia, Tecnología e Innovación",0,0,,https://www.secpho.org/agenda/12-transfiere/,['Recomendamos'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas láser', 'Tecnologías Cuánticas']","['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
52198,52198,09-02-2023,online,,,,,Oportunidades de financiación para colaborar con el mercado coreano,1,10,,https://www.secpho.org/agenda/corea-oportunidades/,['International'],[],[],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
52335,52335,03-02-2023,online,,,,,"Programa de PONTI &#038; PARTNERS | #9 Diferencia entre las marcas, los nombres comerciales, las denominaciones sociales y los nombres de dominio",1,7,,https://www.secpho.org/agenda/ponti-ip-9/,['Recomendamos'],[],[],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
51659,51659,29-01-2023,internacional,,USUS,San Francisco,Feria SPIE Photonics West 2023,Photonics West Networking Dinner,0,0,,https://www.secpho.org/agenda/photonicswest-2023/,['Networking'],['Fotónica'],"['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
51245,51245,26-01-2023,online,,,,,Tecnología LMD en Fabricación Aditiva Metálica,1,10,,https://www.secpho.org/agenda/dinabide-meltio/,['Enfocando la innovación'],['Fabricación Aditiva'],['Industria 4.0'],['Automoción'],False,No
51873,51873,19-01-2023,online,,,,,DELVY | #5 ¿Cómo organizar una ronda de financiación?,1,10,,https://www.secpho.org/agenda/delvy-5/,['Recomendamos'],[],[],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
51579,51579,11-01-2023,online,,,,,V Secpho Investor&#8217;s Forum en el metaverso,8,14,,https://www.secpho.org/agenda/pitching-session-koonstel/,"[""Investors' Forum""]","['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas láser', 'Tecnologías Cuánticas']",[],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
51546,51546,22-12-2022,online,,,,,Celebramos la Navidad en el Metaverso. ¡No te la pierdas!,,,,https://www.secpho.org/agenda/navidad-koonstel/,['Networking'],[],[],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
51530,51530,20-12-2022,online,,,,,Presentación del proyecto AEI AUTODRON,,,,https://www.secpho.org/agenda/autodron/,['Enfocando la innovación'],['Robótica y Drones'],['Industria 4.0'],['Automoción'],False,No
50988,50988,15-12-2022,online,,,,,Tecnologías fotónicas para el control de calidad en el sector panadero,,,,https://www.secpho.org/agenda/aotech-sector-panadero/,['Enfocando la innovación'],['Fotónica'],['Seguridad alimentaria'],['Agroalimentación'],False,No
50493,50493,12-12-2022,nacional,Madrid,,Madrid,Loop 21,XIII Reunión anual de secpho,,,,https://www.secpho.org/agenda/xiii-reunion-anual/,['Networking'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas láser']","['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
51321,51321,02-12-2022,online,,,,,Programa de PONTI | #8  Diferencias entre las Patentes y los Modelos de Utilidad,,,,https://www.secpho.org/agenda/ponti-ip-8/,['Recomendamos'],[],[],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
50800,50800,01-12-2022,nacional,Barcelona,,Castelldefels,ICFO,CARLA Camp (Barcelona),,,,https://www.secpho.org/agenda/carla-camp/,['Recomendamos'],['Fotónica'],"['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
50485,50485,30-11-2022,online,,,,,BLOCK4coop: Blockchain para la transformación digital de la Industria 4.0,,,,https://www.secpho.org/agenda/block4coop/,['Enfocando la innovación'],['Blockchain'],['Industria 4.0'],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",True,HEGAN
50399,50399,24-11-2022,online,,,,,"Ecosistema de Hong Kong y su papel de cara a Asia: Oportunidades para Startups, Corporates y VCs.",,,,https://www.secpho.org/agenda/hong-kong-crossbow/,['International'],[],[],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
50396,50396,21-11-2022,online,,,,,DELVY | #4 ¿Cómo afecta la normativa de protección de datos a tu empresa?,,,,https://www.secpho.org/agenda/delvy-4/,['Recomendamos'],[],[],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
50506,50506,14-11-2022,online,,,,,PERTE NAVAL: Sesión de trabajo,,,,https://www.secpho.org/agenda/perte-naval/,['Networking'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas de Comunicación y Transmisión de Datos', 'Sistemas láser']",['Industria 4.0'],['Naval'],True,Zabala
50498,50498,11-11-2022,online,,,,,PERTE AGRO: Sesión de trabajo,,,,https://www.secpho.org/agenda/perte-agro/,['Networking'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas de Comunicación y Transmisión de Datos', 'Sistemas láser']",['Industria 4.0'],['Agroalimentación'],True,Zabala
49480,49480,07-11-2022,nacional,Valencia,,Valencia,Palacio de Congresos de Valencia,V Congreso de Industria Conectada 4.0,,,,https://www.secpho.org/agenda/v-industria-conectada-40/,['Tech Meeting'],[],['Industria 4.0'],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,Mincotur
50522,50522,03-11-2022,online,,,,,Presentación de resultados del proyecto ESPECTROLIVE,,,,https://www.secpho.org/agenda/aei-espectrolive/,['Enfocando la innovación'],['Fotónica'],['Seguridad alimentaria'],['Agroalimentación'],False,No
50163,50163,20-10-2022,online,,,,,DELVY | #3 Phantom Shares vs stock options,,,,https://www.secpho.org/agenda/delvy3-2/,['Recomendamos'],[],[],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
50202,50202,18-10-2022,online,,,,,Cómo organizar tu evento en Koonstel #2,,,,https://www.secpho.org/agenda/organizarevento2/,['Enfocando la innovación'],[],[],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
50128,50128,10-10-2022,online,,,,,Presentación del proyecto AEI CLAUDIT,,,,https://www.secpho.org/agenda/aei-claudit-2/,['Enfocando la innovación'],['Fotónica'],['Industria 4.0'],['Automoción'],False,No
50196,50196,07-10-2022,online,,,,,Programa de PONTI | #7 La patente unitaria,,,,https://www.secpho.org/agenda/ponti-ip-7/,['Recomendamos'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas láser', 'Tecnologías Cuánticas']",[],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
50231,50231,06-10-2022,online,,,,,Lecciones aprendidas del desarrollo de un control de calidad portátil #1,,,,https://www.secpho.org/agenda/controldecalidad/,['Best Practices'],['Sensórica avanzada'],['Acción climática y medio ambiente'],['Medioambiente'],False,No
49068,49068,30-09-2022,online,,,,,¿Qué problemas resuelve la metrología óptica?,,,,https://www.secpho.org/agenda/asorcad3/,['Enfocando la innovación'],['Sensórica avanzada'],['Industria 4.0'],['Automoción'],False,No
48846,48846,29-09-2022,online,,,,,Soldadura de plástico y sinterizado láser y otras aplicaciones,,,,https://www.secpho.org/agenda/hamamatsu-laser/,['Enfocando la innovación'],['Sistemas láser'],['Industria 4.0'],['Automoción'],False,No
49610,49610,28-09-2022,online,,,,,Presentación del proyecto AEI PLATFORFUTURE,,,,https://www.secpho.org/agenda/aei-platforfuture/,['Enfocando la innovación'],['Sensórica avanzada'],['Seguridad alimentaria'],['Agroalimentación'],False,No
49583,49583,27-09-2022,online,,,,,Presentación del proyecto AEI PROVIDENTIAL,,,,https://www.secpho.org/agenda/aei-providential/,['Enfocando la innovación'],['Sensórica avanzada'],['Smart cities'],['Construcción'],False,No
48915,48915,22-09-2022,online,,,,,Presentación del proyecto AEI ECO-PILOT,,,,https://www.secpho.org/agenda/aei-ecopilot/,['Enfocando la innovación'],['Materiales Avanzados'],['Energía limpia y eficiente'],['Sector energético'],False,No
48949,48949,22-09-2022,nacional,Barcelona,,Barcelona,Antigua Fábrica Damm,Barcelona Deep Tech Summit,,,,https://www.secpho.org/agenda/barcelona-deep-tech-summit/,['Recomendamos'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas láser', 'Tecnologías Cuánticas']","['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
