event_id,event_date,title,location_type,province,country,city,place,link,typology,technologies,ambitos,sectors,in_collaboration,partner,num_speakers,num_attendees,num_registered,event_text
54180,24-05-2023,"Tecnologías disruptivas en el sector agroalimentario: Gemelos Digitales, IA y Blockchain",online,,,,,https://www.secpho.org/agenda/agritech/,Market Focus,Inteligencia Artificial y datos,Industria 4.0,Agroalimentación,False,No,5.0,39.0,,"Tecnologías disruptivas en el sector agroalimentario: Gemelos Digitales, IA y Blockchain. Market Focus. Inteligencia Artificial y datos. Industria 4.0. Agroalimentación. online. No"
53099,23-05-2023,Realidad aumentada y robots colaborativos para la instalación de equipos industriales en remoto,online,,,,,https://www.secpho.org/agenda/aei-hermes/,Enfocando la innovación,AR/VR,Industria 4.0,Ferroviario,False,No,4.0,19.0,,Realidad aumentada y robots colaborativos para la instalación de equipos industriales en remoto. Enfocando la innovación. AR/VR. Industria 4.0. Ferroviario. online. No
53569,21-05-2023,Global Foodture | Tailandia,internacional,,THTH,,,https://www.secpho.org/agenda/foodture/,International,AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser | Tecnologías Cuánticas,Industria 4.0,Agroalimentación,False,No,0.0,0.0,,Global Foodture | Tailandia. International. AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser | Tecnologías Cuánticas. Industria 4.0. Agroalimentación. internacional. No
54812,19-05-2023,PONTI &#038; PARTNERS | #11 Claves para recuperar la competitividad de las farmacéuticas de productos genéricos: el SPC Waiver,online,,,,,https://www.secpho.org/agenda/ponti-ip-11/,Recomendamos,Evento no tecnológico,Salud y bienestar,Sector farmacéutico,False,No,1.0,3.0,,PONTI &#038; PARTNERS | #11 Claves para recuperar la competitividad de las farmacéuticas de productos genéricos: el SPC Waiver. Recomendamos. Evento no tecnológico. Salud y bienestar. Sector farmacéutico. online. No
53239,18-05-2023,Aplicaciones de robótica móvil colaborativa para la industria 4.0,online,,,,,https://www.secpho.org/agenda/robotnik/,Market Focus,Robótica y Drones,Industria 4.0,Fabricación industrial,False,No,1.0,8.0,,Aplicaciones de robótica móvil colaborativa para la industria 4.0. Market Focus. Robótica y Drones. Industria 4.0. Fabricación industrial. online. No
52441,16-05-2023,6ª Edición Premios Fotón,online,,,,,https://www.secpho.org/agenda/premios-foton-6/,Recomendamos,Fotónica,"Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities",Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,False,No,0.0,0.0,,"6ª Edición Premios Fotón. Recomendamos. Fotónica. Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. online. No"
53179,12-05-2023,Transformando el futuro con fotónica integrada,online,,,,,https://www.secpho.org/agenda/vlcphotonics/,Tech Meeting,Fotónica,"Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities",Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,False,No,1.0,8.0,,"Transformando el futuro con fotónica integrada. Tech Meeting. Fotónica. Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. online. No"
53260,09-05-2023,Gestión Eficiente de la Seguridad Láser en la Industria,online,,,,,https://www.secpho.org/agenda/procarelight/,Recomendamos,Sistemas láser,Industria 4.0,Automoción,False,No,0.0,0.0,,Gestión Eficiente de la Seguridad Láser en la Industria. Recomendamos. Sistemas láser. Industria 4.0. Automoción. online. No
53075,04-05-2023,Innovation Workshop | Aplicaciones fotónicas en el sector de la cosmética,online,,,,,https://www.secpho.org/agenda/innovation-workshop-cosmetica/,Innovation Workshop,Fotónica,Salud y bienestar,Cosmética y Estética,False,No,11.0,31.0,,Innovation Workshop | Aplicaciones fotónicas en el sector de la cosmética. Innovation Workshop. Fotónica. Salud y bienestar. Cosmética y Estética. online. No
54425,28-04-2023,"Drones en la determinación del estado de redes y tuberías de agua cruda, potable y residual",online,,,,,https://www.secpho.org/agenda/aei-inapdron/,Enfocando la innovación,Robótica y Drones,Smart cities,Medioambiente,False,No,5.0,21.0,,"Drones en la determinación del estado de redes y tuberías de agua cruda, potable y residual. Enfocando la innovación. Robótica y Drones. Smart cities. Medioambiente. online. No"
53371,27-04-2023,Nuevo Standard IEEE 802.3cz: conexiones multi-gigabit para automoción,online,,,,,https://www.secpho.org/agenda/kdpof/,Recomendamos,Sistemas de Comunicación y Transmisión de Datos,Industria 4.0,Automoción,False,No,1.0,34.0,,Nuevo Standard IEEE 802.3cz: conexiones multi-gigabit para automoción. Recomendamos. Sistemas de Comunicación y Transmisión de Datos. Industria 4.0. Automoción. online. No
53271,26-04-2023,Plan de Internacionalización secpho | Sesión informativa,online,,,,,https://www.secpho.org/agenda/plan-internacionalizacion-secpho/,International,AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas láser | Tecnologías Cuánticas,,Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,False,No,1.0,8.0,,Plan de Internacionalización secpho | Sesión informativa. International. AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas láser | Tecnologías Cuánticas. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. online. No
53682,24-04-2023,Innovation Workshop | Industria 4.0 y Reto de la 5.0,nacional,Barcelona,,Barcelona,GPAINNOVA,https://www.secpho.org/agenda/innovation-workshop-gpainnova/,Innovation Workshop,AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser | Tecnologías Cuánticas,Industria 4.0,Fabricación industrial,True,GPAInnova,0.0,0.0,,Innovation Workshop | Industria 4.0 y Reto de la 5.0. Innovation Workshop. AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser | Tecnologías Cuánticas. Industria 4.0. Fabricación industrial. nacional. Barcelona. Barcelona. GPAInnova
54342,21-04-2023,"Soluciones basadas en tecnología LiDAR, IA y Blockchain para trazabilidad y logística en planta",online,,,,,https://www.secpho.org/agenda/aei-niblo/,Enfocando la innovación,AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser | Tecnologías Cuánticas,Industria 4.0,Logística,False,No,6.0,30.0,,"Soluciones basadas en tecnología LiDAR, IA y Blockchain para trazabilidad y logística en planta. Enfocando la innovación. AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser | Tecnologías Cuánticas. Industria 4.0. Logística. online. No"
53053,20-04-2023,DELVY | #8 Conflictos contractuales en las sociedades,online,,,,,https://www.secpho.org/agenda/delvy-8/,Recomendamos,,,Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,False,No,1.0,5.0,,DELVY | #8 Conflictos contractuales en las sociedades. Recomendamos. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. online. No
53059,17-04-2023,PERTE AEROESPACIAL | Sesión de trabajo,online,,,,,https://www.secpho.org/agenda/perte-aeroespacial/,Networking,AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser,"New Space, defensa y seguridad",Espacio,True,Zabala,1.0,23.0,,"PERTE AEROESPACIAL | Sesión de trabajo. Networking. AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser. New Space, defensa y seguridad. Espacio. online. Zabala"
53168,13-04-2023,Salud Conectada: Innovaciones en tecnología médica y biotecnología,online,,,,,https://www.secpho.org/agenda/biotech-healthtech/,Market Focus,AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser | Tecnologías Cuánticas,Salud y bienestar,Salud,False,No,7.0,26.0,,Salud Conectada: Innovaciones en tecnología médica y biotecnología. Market Focus. AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser | Tecnologías Cuánticas. Salud y bienestar. Salud. online. No
52981,04-04-2023,Pamplona Deep Tech Dinner,nacional,Navarra,,Pamplona,Restaurante La Capilla,https://www.secpho.org/agenda/cena-pamplona/,Networking,AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas láser,"Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities",Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,False,No,0.0,13.0,,"Pamplona Deep Tech Dinner. Networking. AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas láser. Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. nacional. Navarra. Pamplona. No"
51716,30-03-2023,Minalogic Business Meetings (Lyon),internacional,,FRFR,Lyon,Groupama Stadium,https://www.secpho.org/agenda/mbm/,Recomendamos,AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas láser | Tecnologías Cuánticas,"Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities",Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,False,No,0.0,0.0,,"Minalogic Business Meetings (Lyon). Recomendamos. AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas láser | Tecnologías Cuánticas. Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. internacional. Lyon. No"
52428,28-03-2023,Conectando sistemas de sensores inteligentes para la industria agroalimentaria,online,,,,,https://www.secpho.org/agenda/smart-sensors-agrifood/,Market Focus,Sensórica avanzada,Seguridad alimentaria,Agroalimentación,False,No,7.0,42.0,,Conectando sistemas de sensores inteligentes para la industria agroalimentaria. Market Focus. Sensórica avanzada. Seguridad alimentaria. Agroalimentación. online. No
52790,21-03-2023,B2b meetings | 6th Photonic Integration Week,nacional,Valencia,,Valencia,Universitat Politècnica de València,https://www.secpho.org/agenda/valencia-dinner-piw23/,Networking,Fotónica,"Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities",Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,True,UPV,0.0,0.0,,"B2b meetings | 6th Photonic Integration Week. Networking. Fotónica. Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. nacional. Valencia. Valencia. UPV"
53051,16-03-2023,DELVY | #7 Financiación alternativa a la financiación bancaria,online,,,,,https://www.secpho.org/agenda/delvy-7/,Recomendamos,,,Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,False,No,1.0,9.0,,DELVY | #7 Financiación alternativa a la financiación bancaria. Recomendamos. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. online. No
51789,13-03-2023,Misión internacional a México,internacional,,MXMX,Toluca de Lerdo,Varios emplazamientos,https://www.secpho.org/agenda/mision-mexico-2/,International,AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser | Tecnologías Cuánticas,Smart cities,Construcción,True,AEC,0.0,0.0,,Misión internacional a México. International. AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser | Tecnologías Cuánticas. Smart cities. Construcción. internacional. Toluca de Lerdo. AEC
53043,08-03-2023,Nueva convocatoria de ayudas AEI a fondo perdido | Sesión informativa,,,,Koonstel,online,https://www.secpho.org/agenda/sesion-informativa-aei-23/,Enfocando la innovación,Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser,,Agroalimentación | Automoción | Construcción | Cosmética y Estética | Fabricación industrial | Ferroviario | Industria química | Salud | Sector energético | Sector farmacéutico | Telecomunicaciones,False,,,,,Nueva convocatoria de ayudas AEI a fondo perdido | Sesión informativa. Enfocando la innovación. Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser. Agroalimentación | Automoción | Construcción | Cosmética y Estética | Fabricación industrial | Ferroviario | Industria química | Salud | Sector energético | Sector farmacéutico | Telecomunicaciones. Koonstel
52719,03-03-2023,Programa de PONTI &#038; PARTNERS | #10 Fondos para Pymes 2023 de la EUIPO,online,,,,,https://www.secpho.org/agenda/ponti-ip-10/,Recomendamos,,,Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,False,No,1.0,6.0,,Programa de PONTI &#038; PARTNERS | #10 Fondos para Pymes 2023 de la EUIPO. Recomendamos. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. online. No
52723,23-02-2023,DELVY | #6 Novedades del Real Decreto 13/2022 sobre la nueva cotización de autónomos,online,,,,,https://www.secpho.org/agenda/delvy-6/,Recomendamos,,,Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,False,No,1.0,4.0,,DELVY | #6 Novedades del Real Decreto 13/2022 sobre la nueva cotización de autónomos. Recomendamos. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. online. No
51964,16-02-2023,Kopernica Neuro-AI: «El ser humano en el centro de la nueva era tecnológica.»,online,,,,,https://www.secpho.org/agenda/neuro-ai/,Market Focus,Inteligencia Artificial y datos,"Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities",Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,False,No,1.0,10.0,,"Kopernica Neuro-AI: «El ser humano en el centro de la nueva era tecnológica.». Market Focus. Inteligencia Artificial y datos. Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. online. No"
52177,15-02-2023,Unlocking the Potential of Quantum Technologies: A Collaboration between Industry and Research,online,,,,,https://www.secpho.org/agenda/congreso-de-cuantica/,Tech Meeting,Tecnologías Cuánticas,"Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities",Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,False,No,9.0,54.0,,"Unlocking the Potential of Quantum Technologies: A Collaboration between Industry and Research. Tech Meeting. Tecnologías Cuánticas. Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. online. No"
52220,15-02-2023,"12º Transfiere | Foro Europeo para la Ciencia, Tecnología e Innovación",nacional,Málaga,,Málaga,Palacio de Ferias y Congresos de Málaga,https://www.secpho.org/agenda/12-transfiere/,Recomendamos,AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas láser | Tecnologías Cuánticas,"Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities",Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,False,No,0.0,0.0,,"12º Transfiere | Foro Europeo para la Ciencia, Tecnología e Innovación. Recomendamos. AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas láser | Tecnologías Cuánticas. Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. nacional. Málaga. Málaga. No"
52198,09-02-2023,Oportunidades de financiación para colaborar con el mercado coreano,online,,,,,https://www.secpho.org/agenda/corea-oportunidades/,International,,,Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,False,No,1.0,10.0,,Oportunidades de financiación para colaborar con el mercado coreano. International. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. online. No
