entity_key,entity_name,sources,is_official_socio,has_business_profile,has_contact_record,has_member_profile,has_subscriber_contact,source_count
mb3gestion,MB3-Gestion,datoscontacto | suscriptores,False,False,True,False,True,2
mecides,MECIDES,datoscontacto | suscriptores,False,False,True,False,True,2
millorbattery,MILLOR BATTERY,datoscontacto | suscriptores,False,False,True,False,True,2
minetur,MINETUR,datoscontacto | suscriptores,False,False,True,False,True,2
mlcconsultingunmannedexpertsl,MLC Consulting - Unmanned expert SL,datoscontacto | suscriptores,False,False,True,False,True,2
modusresearchandinnovation,MODUS Research and Innovation,datoscontacto | suscriptores,False,False,True,False,True,2
msslasers,MSS Lasers,datoscontacto | suscriptores,False,False,True,False,True,2
mtcmaier,MTC Maier,datoscontacto | suscriptores,False,False,True,False,True,2
mtstech,MTS Tech,datoscontacto | suscriptores,False,False,True,False,True,2
macaronesiadigital,Macaronesia digital,datoscontacto | suscriptores,False,False,True,False,True,2
maderassantanasl,Maderas Santana SL,datoscontacto | suscriptores,False,False,True,False,True,2
madridaerospaceclusteraeroespacialdemadrid,Madrid AeroSpace – Cluster Aeroespacial de Madrid,datoscontacto | suscriptores,False,False,True,False,True,2
madridspaceeuropesl,Madrid Space Europe SL,datoscontacto | suscriptores,False,False,True,False,True,2
magteloperacionesslu,"Magtel Operaciones, S.L.U.",datoscontacto | suscriptores,False,False,True,False,True,2
makinggenetics,Making Genetics,datoscontacto | suscriptores,False,False,True,False,True,2
manageart,Manage Art,datoscontacto | suscriptores,False,False,True,False,True,2
mastertec,Mastertec,datoscontacto | suscriptores,False,False,True,False,True,2
maxplanckinstituteforinnovationandcompetition,Max Planck Institute for Innovation and Competition,datoscontacto | suscriptores,False,False,True,False,True,2
mecanitzatsprivatsl,Mecanitzats Privat S.L.,datoscontacto | suscriptores,False,False,True,False,True,2
medlumics,MedLumics,datoscontacto | suscriptores,False,False,True,False,True,2
mediacolorspain,MediaColor Spain,datoscontacto | suscriptores,False,False,True,False,True,2
meetoptics,MeetOptics,datoscontacto | suscriptores,False,False,True,False,True,2
menditech,MendiTech,datoscontacto | suscriptores,False,False,True,False,True,2
mesurex,Mesurex,datoscontacto | suscriptores,False,False,True,False,True,2
metalquimia,Metalquimia,datoscontacto | suscriptores,False,False,True,False,True,2
metroligerooeste,Metro Ligero Oeste,datoscontacto | suscriptores,False,False,True,False,True,2
metrodemadrid,Metro de Madrid,datoscontacto | suscriptores,False,False,True,False,True,2
metromecanica,Metromecánica,datoscontacto | suscriptores,False,False,True,False,True,2
metronic,Metronic,datoscontacto | suscriptores,False,False,True,False,True,2
miwendosolutions,MiWEndo Solutions,datoscontacto | suscriptores,False,False,True,False,True,2
microomics,Microomics,datoscontacto | suscriptores,False,False,True,False,True,2
migueltorressa,Miguel Torres S.A.,datoscontacto | suscriptores,False,False,True,False,True,2
minesoft,Minesoft,datoscontacto | suscriptores,False,False,True,False,True,2
minicarscatalunya,Minicars Catalunya,datoscontacto | suscriptores,False,False,True,False,True,2
ministeriohacienda,Ministerio Hacienda,datoscontacto | suscriptores,False,False,True,False,True,2
ministeriodedefensa,Ministerio de Defensa,datoscontacto | suscriptores,False,False,True,False,True,2
minsait,Minsait,datoscontacto | suscriptores,False,False,True,False,True,2
moeve,Moeve,datoscontacto | suscriptores,False,False,True,False,True,2
moldmec,Moldmec,datoscontacto | suscriptores,False,False,True,False,True,2
molefypharma,Molefy Pharma,datoscontacto | suscriptores,False,False,True,False,True,2
moneyoak,MoneyOak,datoscontacto | suscriptores,False,False,True,False,True,2
mpascual,Mpascual,datoscontacto | suscriptores,False,False,True,False,True,2
multiscantechnologies,Multiscan Technologies,datoscontacto | suscriptores,False,False,True,False,True,2
multitel,Multitel,datoscontacto | suscriptores,False,False,True,False,True,2
multiversecomputing,Multiverse Computing,datoscontacto | suscriptores,False,False,True,False,True,2
musterventures,Muster Ventures,datoscontacto | suscriptores,False,False,True,False,True,2
muuvmobility,Muuv Mobility,datoscontacto | suscriptores,False,False,True,False,True,2
mutuaterrassa,MÚTUA TERRASSA,datoscontacto | suscriptores,False,False,True,False,True,2
nafosa,NAFOSA,datoscontacto | suscriptores,False,False,True,False,True,2
nagatermsl,NAGATERM S.L,datoscontacto | suscriptores,False,False,True,False,True,2
naturuel,NATURUEL,datoscontacto | suscriptores,False,False,True,False,True,2
neatsight,NEATSIGHT,datoscontacto | suscriptores,False,False,True,False,True,2
neiker,NEIKER,datoscontacto | suscriptores,False,False,True,False,True,2
neurtekinstruments,NEURTEK Instruments,datoscontacto | suscriptores,False,False,True,False,True,2
nimgenetics,NIMGenetics,datoscontacto | suscriptores,False,False,True,False,True,2
nowusinnovacion,NOWUS INNOVACION,datoscontacto | suscriptores,False,False,True,False,True,2
ntces,NTCE-S,datoscontacto | suscriptores,False,False,True,False,True,2
nullsinseleccion,NULL_sin selección,datoscontacto | suscriptores,False,False,True,False,True,2
nunsys,NUNSYS,datoscontacto | suscriptores,False,False,True,False,True,2
nanocoatings,Nano Coatings,datoscontacto | suscriptores,False,False,True,False,True,2
nanochroniasl,NanoChronia SL,datoscontacto | suscriptores,False,False,True,False,True,2
nanological,Nanological,datoscontacto | suscriptores,False,False,True,False,True,2
nanomoltechnologies,Nanomol Technologies,datoscontacto | suscriptores,False,False,True,False,True,2
nanostine,Nanostine,datoscontacto | suscriptores,False,False,True,False,True,2
napptilusbatterylabs,Napptilus Battery Labs,datoscontacto | suscriptores,False,False,True,False,True,2
nationalresearchcouncilofcanada,National Research Council of Canada,datoscontacto | suscriptores,False,False,True,False,True,2
naturgy,Naturgy,datoscontacto | suscriptores,False,False,True,False,True,2
neurologycasciencemarketing,Neurologyca Science&Marketing,datoscontacto | suscriptores,False,False,True,False,True,2
neuronip,Neuron IP,datoscontacto | suscriptores,False,False,True,False,True,2
neurtek,Neurtek,datoscontacto | suscriptores,False,False,True,False,True,2
nicetech,Nice Tech,datoscontacto | suscriptores,False,False,True,False,True,2
nidorobotics,Nido Robotics,datoscontacto | suscriptores,False,False,True,False,True,2
nightvisionlasersspain,Nightvision Lasers Spain,datoscontacto | suscriptores,False,False,True,False,True,2
nocturnatherapeutics,Nocturna Therapeutics,datoscontacto | suscriptores,False,False,True,False,True,2
nordicinnovators,Nordic Innovators,datoscontacto | suscriptores,False,False,True,False,True,2
novaindef,Novaindef,datoscontacto | suscriptores,False,False,True,False,True,2
novatechvilanova,Novatech Vilanova,datoscontacto | suscriptores,False,False,True,False,True,2
novationcity,Novation City,datoscontacto | suscriptores,False,False,True,False,True,2
nuavis,Nuavis,datoscontacto | suscriptores,False,False,True,False,True,2
nucaps,Nucaps,datoscontacto | suscriptores,False,False,True,False,True,2
nutaisl,Nutai S.L.,datoscontacto | suscriptores,False,False,True,False,True,2
nomada,Nómada,datoscontacto | suscriptores,False,False,True,False,True,2
nutech,NüTech,datoscontacto | suscriptores,False,False,True,False,True,2
obratex,OBRATEX,datoscontacto | suscriptores,False,False,True,False,True,2
omronelectronicsiberia,OMRON ELECTRONICS IBERIA,datoscontacto | suscriptores,False,False,True,False,True,2
onlaser,ONLASER,datoscontacto | suscriptores,False,False,True,False,True,2
onyriq,ONYRIQ,datoscontacto | suscriptores,False,False,True,False,True,2
osramoptosemiconductorsspain,OSRAM Opto Semiconductors Spain,datoscontacto | suscriptores,False,False,True,False,True,2
octocammaps,Octocam-maps,datoscontacto | suscriptores,False,False,True,False,True,2
oficinacomercialembajadadechileenespana,Oficina Comercial Embajada de Chile en España,datoscontacto | suscriptores,False,False,True,False,True,2
olympus,Olympus,datoscontacto | suscriptores,False,False,True,False,True,2
omniqolabsl,Omniqo Lab SL,datoscontacto | suscriptores,False,False,True,False,True,2
omronelectronics,Omron Electronics,datoscontacto | suscriptores,False,False,True,False,True,2
oncovisiongemimaging,Oncovision (Gem-Imaging),datoscontacto | suscriptores,False,False,True,False,True,2
openchip,OpenChip,datoscontacto | suscriptores,False,False,True,False,True,2
optimus3dsl,"Optimus 3D, SL",datoscontacto | suscriptores,False,False,True,False,True,2
optivamedia,Optiva Media,datoscontacto | suscriptores,False,False,True,False,True,2
p4qelectronicssl,"P4Q ELECTRONICS, SL",datoscontacto | suscriptores,False,False,True,False,True,2
pcami,PCAMI,datoscontacto | suscriptores,False,False,True,False,True,2
pgiengineering,PGI ENGINEERING,datoscontacto | suscriptores,False,False,True,False,True,2
picvisa,PICVISA,datoscontacto | suscriptores,False,False,True,False,True,2
pkfattestinncomesl,PKF ATTEST INNCOME S.L.,datoscontacto | suscriptores,False,False,True,False,True,2
plugchain,PLUG&CHAIN,datoscontacto | suscriptores,False,False,True,False,True,2
prolivetechac,PROLIVETECH AC,datoscontacto | suscriptores,False,False,True,False,True,2
promethenz,PROMETHENZ,datoscontacto | suscriptores,False,False,True,False,True,2
protofy,PROTOFY,datoscontacto | suscriptores,False,False,True,False,True,2
puig,PUIG,datoscontacto | suscriptores,False,False,True,False,True,2
pulso,PULSO,datoscontacto | suscriptores,False,False,True,False,True,2
pwacsnext,PWACS NEXT,datoscontacto | suscriptores,False,False,True,False,True,2
pacienginyersslp,Paci Enginyers SLP,datoscontacto | suscriptores,False,False,True,False,True,2
packagingcluster,Packaging Cluster,datoscontacto | suscriptores,False,False,True,False,True,2
pangeaaerospace,Pangea Aerospace,datoscontacto | suscriptores,False,False,True,False,True,2
parcsanitarisantjoandedeu,Parc Sanitari Sant Joan de Déu,datoscontacto | suscriptores,False,False,True,False,True,2
parcdesalutmarhospitaldelmar,Parc de Salut Mar - Hospital del Mar,datoscontacto | suscriptores,False,False,True,False,True,2
parcitanksa,Parcitank S.A.,datoscontacto | suscriptores,False,False,True,False,True,2
parquecientificodemadrid,Parque Científico de Madrid,datoscontacto | suscriptores,False,False,True,False,True,2
parquetecnologicowalqasa,"Parque Tecnológico Walqa, S.A.",datoscontacto | suscriptores,False,False,True,False,True,2
patagoniablueaccelerator,Patagonia Blue Accelerator,datoscontacto | suscriptores,False,False,True,False,True,2
pescanova,Pescanova,datoscontacto | suscriptores,False,False,True,False,True,2
phantomsfoundation,Phantoms Foundation,datoscontacto | suscriptores,False,False,True,False,True,2
pharmacelera,Pharmacelera,datoscontacto | suscriptores,False,False,True,False,True,2
phasephotonics,Phase Photonics,datoscontacto | suscriptores,False,False,True,False,True,2
phibo,Phibo,datoscontacto | suscriptores,False,False,True,False,True,2
philipsiberica,Philips Iberica,datoscontacto | suscriptores,False,False,True,False,True,2
philipsindal,Philips Indal,datoscontacto | suscriptores,False,False,True,False,True,2
photonlines,Photon Lines,datoscontacto | suscriptores,False,False,True,False,True,2
photonexport,PhotonExport,datoscontacto | suscriptores,False,False,True,False,True,2
plainconcepts,Plain Concepts,datoscontacto | suscriptores,False,False,True,False,True,2
planelight,Planelight,datoscontacto | suscriptores,False,False,True,False,True,2
plataformatecnologicaaeroespacialespanola,Plataforma Tecnológica Aeroespacial Española,datoscontacto | suscriptores,False,False,True,False,True,2
polarimetricssl,Polarimetrics S.L.,datoscontacto | suscriptores,False,False,True,False,True,2
politecnicodimilano,Politecnico di Milano,datoscontacto | suscriptores,False,False,True,False,True,2
portlasertechnology,PortLaser Technology,datoscontacto | suscriptores,False,False,True,False,True,2
prezeroespanasau,"PreZero España, SAU",datoscontacto | suscriptores,False,False,True,False,True,2
predictland,PredictLand,datoscontacto | suscriptores,False,False,True,False,True,2
preditec,Preditec,datoscontacto | suscriptores,False,False,True,False,True,2
premogroup,Premo Group,datoscontacto | suscriptores,False,False,True,False,True,2
prenergy,Prenergy,datoscontacto | suscriptores,False,False,True,False,True,2
promalaga,Promalaga,datoscontacto | suscriptores,False,False,True,False,True,2
promaut,Promaut,datoscontacto | suscriptores,False,False,True,False,True,2
proponai,ProponAI,datoscontacto | suscriptores,False,False,True,False,True,2
proyecta,Proyecta,datoscontacto | suscriptores,False,False,True,False,True,2
pyroistech,Pyroistech,datoscontacto | suscriptores,False,False,True,False,True,2
qbnquantumbusinessnetwork,QBN - Quantum Business Network,datoscontacto | suscriptores,False,False,True,False,True,2
qubizteam,QUBIZ.team,datoscontacto | suscriptores,False,False,True,False,True,2
qdynamics,Qdynamics,datoscontacto | suscriptores,False,False,True,False,True,2
qsimov,Qsimov,datoscontacto | suscriptores,False,False,True,False,True,2
quantion,Quantion,datoscontacto | suscriptores,False,False,True,False,True,2
quantumflagshipqcn,Quantum Flagship (QCN),datoscontacto | suscriptores,False,False,True,False,True,2
quantummads,Quantum Mads,datoscontacto | suscriptores,False,False,True,False,True,2
ricoh,RICOH,datoscontacto | suscriptores,False,False,True,False,True,2
room2030,ROOM2030,datoscontacto | suscriptores,False,False,True,False,True,2
radiotelevisiondelprincipadodeasturias,Radio Televisión del Principado de Asturias,datoscontacto | suscriptores,False,False,True,False,True,2
raizen,Raizen,datoscontacto | suscriptores,False,False,True,False,True,2
reding,Reding,datoscontacto | suscriptores,False,False,True,False,True,2
ree,Ree,datoscontacto | suscriptores,False,False,True,False,True,2
regnerengineeringslu,Regner Engineering SLU,datoscontacto | suscriptores,False,False,True,False,True,2
reigjofre,Reigjofre,datoscontacto | suscriptores,False,False,True,False,True,2
renishaw,Renishaw,datoscontacto | suscriptores,False,False,True,False,True,2
repsolsa,Repsol S.A.,datoscontacto | suscriptores,False,False,True,False,True,2
risensyl,Risen SYL,datoscontacto | suscriptores,False,False,True,False,True,2
rminnovacion,Rminnovacion,datoscontacto | suscriptores,False,False,True,False,True,2
roadsteelengineering,Road Steel Engineering,datoscontacto | suscriptores,False,False,True,False,True,2
roborissrl,Roboris Srl,datoscontacto | suscriptores,False,False,True,False,True,2
rokubun,Rokubun,datoscontacto | suscriptores,False,False,True,False,True,2
rovimatica,Rovimática,datoscontacto | suscriptores,False,False,True,False,True,2
rubatec,Rubatec,datoscontacto | suscriptores,False,False,True,False,True,2
rutronik,Rutronik,datoscontacto | suscriptores,False,False,True,False,True,2
rosler,Rösler,datoscontacto | suscriptores,False,False,True,False,True,2
saalggeomechanics,SAALG Geomechanics,datoscontacto | suscriptores,False,False,True,False,True,2
saimasystems,SAIMA SYSTEMS,datoscontacto | suscriptores,False,False,True,False,True,2
sanityair,SANITY AIR,datoscontacto | suscriptores,False,False,True,False,True,2
satlasprimicias,SAT Las Primicias,datoscontacto | suscriptores,False,False,True,False,True,2
satlinksl,SATLINK S.L.,datoscontacto | suscriptores,False,False,True,False,True,2
sece,SECE,datoscontacto | suscriptores,False,False,True,False,True,2
selabtec,SELABTEC,datoscontacto | suscriptores,False,False,True,False,True,2
seneraeroespacial,SENER AEROESPACIAL,datoscontacto | suscriptores,False,False,True,False,True,2
seneringenieriaysistemassa,"SENER Ingeniería y Sistemas, S.A.",datoscontacto | suscriptores,False,False,True,False,True,2
senermobility,SENER Mobility,datoscontacto | suscriptores,False,False,True,False,True,2
sepra,SEPRA,datoscontacto | suscriptores,False,False,True,False,True,2
serescosa,SERESCO S.A.,datoscontacto | suscriptores,False,False,True,False,True,2
serhsfood,SERHS food,datoscontacto | suscriptores,False,False,True,False,True,2
sering2000,SERING2000,datoscontacto | suscriptores,False,False,True,False,True,2
sficeinnovativeminds,SFICE Innovative minds,datoscontacto | suscriptores,False,False,True,False,True,2
sherpatribe,SHERPA TRIBE,datoscontacto | suscriptores,False,False,True,False,True,2
sicksensorintelligence,SICK Sensor Intelligence,datoscontacto | suscriptores,False,False,True,False,True,2
side,SIDE,datoscontacto | suscriptores,False,False,True,False,True,2
sidenoracerosespecialessl,SIDENOR ACEROS ESPECIALES SL,datoscontacto | suscriptores,False,False,True,False,True,2
sikemia,SIKEMIA,datoscontacto | suscriptores,False,False,True,False,True,2
silo,SILO,datoscontacto | suscriptores,False,False,True,False,True,2
simontech,SIMON Tech,datoscontacto | suscriptores,False,False,True,False,True,2
sintefindustry,SINTEF Industry,datoscontacto | suscriptores,False,False,True,False,True,2
sismalasersystems,SISMA Laser Systems,datoscontacto | suscriptores,False,False,True,False,True,2
sitep,SITEP,datoscontacto | suscriptores,False,False,True,False,True,2
slimopspace,SLIMOp Space,datoscontacto | suscriptores,False,False,True,False,True,2
socotecspain,SOCOTEC SPAIN,datoscontacto | suscriptores,False,False,True,False,True,2
spaceaeroespana,SPACE-Aero España,datoscontacto | suscriptores,False,False,True,False,True,2
spriagenciavascadedesarrolloempresarial,SPRI - Agencia Vasca de Desarrollo Empresarial,datoscontacto | suscriptores,False,False,True,False,True,2
srgglobal,SRG Global,datoscontacto | suscriptores,False,False,True,False,True,2
stanpaasociacionnacionaldeperfumeriaycosmetica,STANPA-Asociación Nacional de Perfumería y Cosmética,datoscontacto | suscriptores,False,False,True,False,True,2
sunass,SUNASS,datoscontacto | suscriptores,False,False,True,False,True,2
sunpower,SUNPOWER,datoscontacto | suscriptores,False,False,True,False,True,2
susl,SUSL,datoscontacto | suscriptores,False,False,True,False,True,2
sylentis,SYLENTIS,datoscontacto | suscriptores,False,False,True,False,True,2
safelocsystemssl,Safeloc Systems SL,datoscontacto | suscriptores,False,False,True,False,True,2
saintgobainplacoisoverach,Saint-Gobain Placo/ISOVER/ACH,datoscontacto | suscriptores,False,False,True,False,True,2
sakanakogarapenagentziasl,Sakanako Garapen Agentzia S.L,datoscontacto | suscriptores,False,False,True,False,True,2
salicru,Salicru,datoscontacto | suscriptores,False,False,True,False,True,2
saltoki,Saltoki,datoscontacto | suscriptores,False,False,True,False,True,2
sanviator,San Viator,datoscontacto | suscriptores,False,False,True,False,True,2
sarikimetrologia,Sariki Metrología,datoscontacto | suscriptores,False,False,True,False,True,2
satelcore,SatelCore,datoscontacto | suscriptores,False,False,True,False,True,2
savimex,Savimex,datoscontacto | suscriptores,False,False,True,False,True,2
schneider3,Schneider 3,datoscontacto | suscriptores,False,False,True,False,True,2
schneiderelectric,Schneider Electric,datoscontacto | suscriptores,False,False,True,False,True,2
schottiberica,Schott Iberica,datoscontacto | suscriptores,False,False,True,False,True,2
secartys,Secartys,datoscontacto | suscriptores,False,False,True,False,True,2
sedecalsmi,Sedecal SMI,datoscontacto | suscriptores,False,False,True,False,True,2
segulatechnologies,Segula Technologies,datoscontacto | suscriptores,False,False,True,False,True,2
segulatecnologiasespana,Segula Tecnologías España,datoscontacto | members,False,False,True,True,False,2
sensingcontrol,Sensing & Control,datoscontacto | suscriptores,False,False,True,False,True,2
sensingtex,Sensing Tex,datoscontacto | suscriptores,False,False,True,False,True,2
serratersl,Serrater S.L,datoscontacto | suscriptores,False,False,True,False,True,2
sevensolutions,Seven Solutions,datoscontacto | suscriptores,False,False,True,False,True,2
siemensgamesa,Siemens Gamesa,datoscontacto | suscriptores,False,False,True,False,True,2
siemenssa,Siemens S.A.,datoscontacto | suscriptores,False,False,True,False,True,2
simetrycalsl,"Simetrycal, S.L.",datoscontacto | suscriptores,False,False,True,False,True,2
sisteplant,Sisteplant,datoscontacto | suscriptores,False,False,True,False,True,2
sitecpharmabio,Sitec PharmaBio,datoscontacto | suscriptores,False,False,True,False,True,2
sitelec,Sitelec,datoscontacto | suscriptores,False,False,True,False,True,2
sixsenso,Sixsenso,datoscontacto | suscriptores,False,False,True,False,True,2
skansense,SkanSense,datoscontacto | suscriptores,False,False,True,False,True,2
skydeveloperprogrammer,Sky Developer Programmer,datoscontacto | suscriptores,False,False,True,False,True,2
smallmateklda,"Smallmatek, Lda",datoscontacto | suscriptores,False,False,True,False,True,2
smartlog,SmartLog,datoscontacto | suscriptores,False,False,True,False,True,2
smartlighting,Smartlighting,datoscontacto | suscriptores,False,False,True,False,True,2
sofitec,Sofitec,datoscontacto | suscriptores,False,False,True,False,True,2
soifaalimentacionsl,Soifa Alimentacion S.L.,datoscontacto | suscriptores,False,False,True,False,True,2
solamb,Solamb,datoscontacto | suscriptores,False,False,True,False,True,2
solarworkcat,Solar Workcat,datoscontacto | suscriptores,False,False,True,False,True,2
solardrone,Solardrone,datoscontacto | suscriptores,False,False,True,False,True,2
solmerestudio,Solmere Studio,datoscontacto | suscriptores,False,False,True,False,True,2
soltrak,Soltrak,datoscontacto | suscriptores,False,False,True,False,True,2
solverecapital,Solvere Capital,datoscontacto | suscriptores,False,False,True,False,True,2
somcontroliseguretatsl,Som Control i Seguretat SL,datoscontacto | suscriptores,False,False,True,False,True,2
sophiaterrasl,"Sophia Terra, SL",datoscontacto | suscriptores,False,False,True,False,True,2
sorigue,Sorigué,datoscontacto | suscriptores,False,False,True,False,True,2
spaincap,SpainCap,datoscontacto | suscriptores,False,False,True,False,True,2
speqtral,SpeQtral,datoscontacto | suscriptores,False,False,True,False,True,2
sphereultrafastphotonics,Sphere Ultrafast Photonics,datoscontacto | suscriptores,False,False,True,False,True,2
starlabbarcelona,Starlab Barcelona,datoscontacto | suscriptores,False,False,True,False,True,2
steinbeiseuropazentrum,Steinbeis Europa Zentrum,datoscontacto | suscriptores,False,False,True,False,True,2
stitchwaybcn,Stitchway Bcn,datoscontacto | suscriptores,False,False,True,False,True,2
suaraserveissccl,Suara Serveis S.C.C.L.,datoscontacto | suscriptores,False,False,True,False,True,2
submertechnologies,Submer Technologies,datoscontacto | suscriptores,False,False,True,False,True,2
suigeneris,Suigeneris,datoscontacto | suscriptores,False,False,True,False,True,2
surfunction,SurFunction,datoscontacto | suscriptores,False,False,True,False,True,2
surexportlevante,Surexport Levante,datoscontacto | suscriptores,False,False,True,False,True,2
sysproautomation,Syspro Automation,datoscontacto | suscriptores,False,False,True,False,True,2
syvila,Syvila,datoscontacto | suscriptores,False,False,True,False,True,2
tableroslosansa,TABLEROS LOSAN SA,datoscontacto | suscriptores,False,False,True,False,True,2
tafiqsinfoodssl,TAFIQS IN FOODS S.L.,datoscontacto | suscriptores,False,False,True,False,True,2
tcicutting,TCI Cutting,datoscontacto | suscriptores,False,False,True,False,True,2
tereos,TEREOS,datoscontacto | suscriptores,False,False,True,False,True,2
themindkind,THE MINDKIND,datoscontacto | suscriptores,False,False,True,False,True,2
thekerrobotics,THEKER Robotics,datoscontacto | suscriptores,False,False,True,False,True,2
ticsoluciones,TIC Soluciones,datoscontacto | suscriptores,False,False,True,False,True,2
tknika,TKNIKA,datoscontacto | suscriptores,False,False,True,False,True,2
tmcomas,TMCOMAS,datoscontacto | suscriptores,False,False,True,False,True,2
tmplogisticssl,TMP LOGISTICS SL,datoscontacto | suscriptores,False,False,True,False,True,2
trigo,TRIGO,datoscontacto | suscriptores,False,False,True,False,True,2
trl,TRL+,datoscontacto | suscriptores,False,False,True,False,True,2
trumpf,TRUMPF,datoscontacto | suscriptores,False,False,True,False,True,2
tsk,TSK,datoscontacto | suscriptores,False,False,True,False,True,2
tudresden,TU Dresden,datoscontacto | suscriptores,False,False,True,False,True,2
techmovoicetechnologies,Techmo Voice Technologies,datoscontacto | suscriptores,False,False,True,False,True,2
technicaluniversitydarmstadt,Technical University Darmstadt,datoscontacto | suscriptores,False,False,True,False,True,2
tecnatom,Tecnatom,datoscontacto | suscriptores,False,False,True,False,True,2
tecnimetal,Tecnimetal,datoscontacto | suscriptores,False,False,True,False,True,2
tecnitopaerialmapping,Tecnitop Aerial Mapping,datoscontacto | suscriptores,False,False,True,False,True,2
tecnobit,Tecnobit,datoscontacto | suscriptores,False,False,True,False,True,2
tefmontajesyserviciossl,Tef Montajes y Servicios S.L.,datoscontacto | suscriptores,False,False,True,False,True,2
teknei,Teknei,datoscontacto | suscriptores,False,False,True,False,True,2
telefonicadeespanasau,Telefónica de España S.A.U.,datoscontacto | suscriptores,False,False,True,False,True,2
televes,Televés,datoscontacto | suscriptores,False,False,True,False,True,2
telstar,Telstar,datoscontacto | suscriptores,False,False,True,False,True,2
teralcosolutionssl,Teralco Solutions S.L.,datoscontacto | suscriptores,False,False,True,False,True,2
terneros2000sl,Terneros 2000 S.L.,datoscontacto | suscriptores,False,False,True,False,True,2
tetuanvalley,Tetuan Valley,datoscontacto | suscriptores,False,False,True,False,True,2
themathworkssl,"The Mathworks, SL",datoscontacto | suscriptores,False,False,True,False,True,2
theventurecity,TheVentureCity,datoscontacto | suscriptores,False,False,True,False,True,2
theraakel,Theraakel,datoscontacto | suscriptores,False,False,True,False,True,2
tikehaucapital,Tikehau Capital,datoscontacto | suscriptores,False,False,True,False,True,2
tolsa,Tolsa,datoscontacto | suscriptores,False,False,True,False,True,2
toroventures,Toro Ventures,datoscontacto | suscriptores,False,False,True,False,True,2
traceid,Trace-ID,datoscontacto | suscriptores,False,False,True,False,True,2
troposferica2020,Troposferica 2020,datoscontacto | suscriptores,False,False,True,False,True,2
tubacexinnovation,Tubacex innovation,datoscontacto | suscriptores,False,False,True,False,True,2
tacticatic,Táctica TIC,datoscontacto | suscriptores,False,False,True,False,True,2
tecnicasreunidas,Técnicas Reunidas,datoscontacto | suscriptores,False,False,True,False,True,2
uc3msinfotongrupodedisplaysyaplicacionesfotonicas,UC3M-SINFOTÓN - Grupo de Displays y Aplicaciones Fotónicas,datoscontacto | suscriptores,False,False,True,False,True,2
upintelligencesl,UPintelligence S.L.,datoscontacto | suscriptores,False,False,True,False,True,2
uranodatasl,"URANO DATA, S.L.",datoscontacto | suscriptores,False,False,True,False,True,2
utek,UTEK,datoscontacto | suscriptores,False,False,True,False,True,2
uvic,UVic,datoscontacto | suscriptores,False,False,True,False,True,2
ubachmuune,Ubach Muune,datoscontacto | suscriptores,False,False,True,False,True,2
universalrobots,Universal Robots,datoscontacto | suscriptores,False,False,True,False,True,2
universidadautonomadebarcelona,Universidad Autónoma de Barcelona,datoscontacto | suscriptores,False,False,True,False,True,2
universidadceusanpablo,Universidad CEU San Pablo,datoscontacto | suscriptores,False,False,True,False,True,2
universidadcomplutensedemadrid,Universidad Complutense de Madrid,datoscontacto | suscriptores,False,False,True,False,True,2
universidadloyolaandalucia,Universidad Loyola Andalucía,datoscontacto | suscriptores,False,False,True,False,True,2
universidadmiguelhernandez,Universidad Miguel Hernández,datoscontacto | suscriptores,False,False,True,False,True,2
universidadnacionaldecolombia,Universidad Nacional de Colombia,datoscontacto | suscriptores,False,False,True,False,True,2
universidadpolitecnicasalesiana,Universidad Politècnica Salesiana,datoscontacto | suscriptores,False,False,True,False,True,2
universidadpolitecnicadecartagena,Universidad Politécnica de Cartagena,datoscontacto | suscriptores,False,False,True,False,True,2
universidadpolitecnicadevalencia,Universidad Politécnica de Valencia,datoscontacto | suscriptores,False,False,True,False,True,2
universidadpublicadenavarra,Universidad Pública de Navarra,datoscontacto | suscriptores,False,False,True,False,True,2
universidadtecnologicadepanama,Universidad Tecnológica de Panamá,datoscontacto | suscriptores,False,False,True,False,True,2
universidaddealcala,Universidad de Alcalá,datoscontacto | suscriptores,False,False,True,False,True,2
universidaddealicante,Universidad de Alicante,datoscontacto | suscriptores,False,False,True,False,True,2
universidaddebristol,Universidad de Bristol,datoscontacto | suscriptores,False,False,True,False,True,2
universidaddecastillalamancha,Universidad de Castilla-La Mancha,datoscontacto | suscriptores,False,False,True,False,True,2
universidaddeconcepcion,Universidad de Concepción,datoscontacto | suscriptores,False,False,True,False,True,2
universidaddecadiz,Universidad de Cádiz,datoscontacto | suscriptores,False,False,True,False,True,2
universidaddeextremadura,Universidad de Extremadura,datoscontacto | suscriptores,False,False,True,False,True,2
universidaddegranada,Universidad de Granada,datoscontacto | suscriptores,False,False,True,False,True,2
universidaddejaen,Universidad de Jaén,datoscontacto | suscriptores,False,False,True,False,True,2
universidaddelalaguna,Universidad de La Laguna,datoscontacto | suscriptores,False,False,True,False,True,2
universidaddeleon,Universidad de León,datoscontacto | suscriptores,False,False,True,False,True,2
universidaddemurcia,Universidad de Murcia,datoscontacto | suscriptores,False,False,True,False,True,2
universidaddemalaga,Universidad de Málaga,datoscontacto | suscriptores,False,False,True,False,True,2
universidaddesalamanca,Universidad de Salamanca,datoscontacto | suscriptores,False,False,True,False,True,2
